additionalrooms,age,amenitiesavailable,amenitiesnot,area,balconies,bathroom,bhk,carpetarea,facing,floor,locality,neworold,opensides,overlooking,ownership,possesiondate,price,pricepersquare,projectname,roadfaceing,status,totalfloor,property_type,transaction_type
2,0,5,0,718,2,4,4,662,South,5 out of 12,Viman Nagar,Old,3,Park,Leasehold,2021-04-07,97648,136,"Castro, Wiley and Mitchell",No,Ready to Move,1,Apartment,Rent
0,3,4,2,950,1,2,2,915,South,Ground,Undri,Old,2,Garden,Leasehold,2022-11-06,59850,63,Young-Avery,Yes,Under Construction,4,Apartment,Rent
1,7,2,1,501,2,4,4,432,North,Ground,Dhomkeel,New,2,Park,Leasehold,2024-06-07,29058,58,Davidson and Sons,No,Ready to Move,1,Villa,Sale
0,6,3,0,1271,0,2,2,1171,East,1 out of 5,Viman Nagar,Old,3,Main Road,Leasehold,2022-09-19,88970,70,Grant-Mccoy,Yes,Under Construction,11,Apartment,Rent
0,4,5,0,1640,2,2,2,1574,South,5 out of 12,Kharadi,New,2,Garden,Leasehold,2022-01-09,218120,133,Carney Group,No,Under Construction,11,Row House,Rent
2,8,2,2,902,0,4,4,854,North,1 out of 5,NIBM,New,2,Park,Freehold,2023-07-24,65846,73,Perez and Sons,No,Under Construction,9,Apartment,Sale
2,3,5,1,1782,2,3,3,1757,West,1 out of 5,Kondhwa,Old,2,Garden,Leasehold,2025-02-13,151470,85,"Estrada, Velez and Mills",Yes,Under Construction,5,Row House,Sale
1,3,5,2,1802,1,3,3,1765,East,2 out of 10,NIBM,Old,2,Main Road,Freehold,2022-11-12,207230,115,"Levine, Neal and Perry",No,Under Construction,1,Apartment,Rent
1,10,4,0,837,0,4,4,789,West,Ground,Manjari,New,3,Garden,Freehold,2024-12-21,104625,125,Wright Ltd,Yes,Under Construction,12,Apartment,Sale
0,4,1,1,1877,0,1,1,1814,North,1 out of 5,Manjari,New,1,Main Road,Freehold,2021-07-14,114497,61,Hansen LLC,Yes,Ready to Move,8,Apartment,Sale
1,0,3,1,915,0,4,4,847,West,2 out of 10,Hadapsar,New,2,Garden,Freehold,2023-12-16,72285,79,Harvey-Jones,No,Under Construction,5,Villa,Sale
0,5,5,1,1939,0,3,3,1866,North,Ground,Alandi,New,1,Garden,Leasehold,2024-11-23,269521,139,"Graves, Caldwell and Medina",No,Under Construction,8,Villa,Rent
0,1,5,1,948,0,1,1,908,West,2 out of 10,Alandi,New,3,Main Road,Leasehold,2025-02-20,103332,109,"Payne, Young and Burch",Yes,Ready to Move,5,Row House,Rent
2,1,2,2,1290,3,2,2,1202,North,Ground,Bhekrai Nagar,Old,2,Park,Leasehold,2020-10-20,179310,139,Jefferson Group,No,Under Construction,2,Apartment,Rent
2,2,5,2,1255,0,4,4,1212,East,Ground,Viman Nagar,New,1,Main Road,Leasehold,2020-05-27,109185,87,"Thompson, Summers and Wyatt",No,Ready to Move,10,Villa,Sale
1,9,1,2,529,2,3,3,459,East,1 out of 5,Kharadi,New,3,Main Road,Leasehold,2021-05-29,30682,58,Montes PLC,Yes,Under Construction,3,Apartment,Rent
0,4,2,2,1108,3,4,4,1019,West,Ground,Hadapsar,Old,3,Garden,Freehold,2024-11-29,85316,77,Bell LLC,No,Ready to Move,9,Row House,Rent
2,0,5,0,729,0,4,4,681,South,1 out of 5,Manjari,New,3,Park,Freehold,2020-06-29,65610,90,Warren PLC,No,Ready to Move,4,Villa,Sale
1,0,2,1,947,1,3,3,924,South,1 out of 5,NIBM,New,3,Main Road,Leasehold,2025-01-11,80495,85,Patterson-Perez,Yes,Under Construction,8,Villa,Sale
2,3,1,1,953,2,4,4,898,North,5 out of 12,Wagholi,New,3,Garden,Leasehold,2022-07-01,104830,110,"Smith, Perkins and Atkins",No,Ready to Move,7,Apartment,Rent
0,8,2,1,1189,0,1,1,1134,East,Ground,NIBM,New,2,Main Road,Leasehold,2021-03-26,101065,85,Charles-Garcia,No,Ready to Move,2,Row House,Rent
0,6,3,1,1651,2,3,3,1628,East,1 out of 5,Wagholi,New,1,Main Road,Freehold,2021-01-15,146939,89,"Thomas, King and Green",Yes,Ready to Move,10,Row House,Sale
2,3,2,0,933,1,1,1,840,East,5 out of 12,Undri,New,1,Main Road,Freehold,2020-08-03,133419,143,"Warner, Parker and Benson",No,Under Construction,10,Villa,Sale
0,5,2,2,1211,2,2,2,1149,North,2 out of 10,Kondhwa,Old,1,Garden,Leasehold,2021-05-17,156219,129,"Wise, Wright and Ramirez",No,Ready to Move,4,Villa,Sale
2,5,5,2,1327,0,1,1,1268,East,Ground,Bhekrai Nagar,Old,1,Main Road,Freehold,2023-06-27,120757,91,"Cochran, Daniels and Rogers",No,Under Construction,3,Villa,Rent
1,2,1,1,1018,3,4,4,970,South,2 out of 10,Wagholi,New,2,Park,Freehold,2024-10-22,80422,79,Jacobs-Gregory,No,Under Construction,8,Row House,Sale
1,0,3,1,1756,3,4,4,1675,East,1 out of 5,NIBM,Old,2,Main Road,Leasehold,2023-02-21,87800,50,Garza and Sons,No,Ready to Move,12,Villa,Rent
1,0,3,1,496,3,3,3,461,West,Ground,Hadapsar,Old,3,Main Road,Leasehold,2024-03-27,27280,55,Mejia and Sons,Yes,Under Construction,11,Apartment,Rent
0,2,3,1,1854,2,2,2,1784,West,1 out of 5,Manjari,New,3,Park,Leasehold,2025-03-22,153882,83,Mcbride Ltd,No,Ready to Move,4,Apartment,Rent
0,5,5,2,966,3,2,2,870,South,Ground,Wagholi,New,1,Main Road,Leasehold,2023-04-02,107226,111,Gardner-Scott,No,Ready to Move,2,Row House,Sale
1,4,5,2,479,3,1,1,390,North,Ground,Kondhwa,New,3,Main Road,Freehold,2024-01-07,60354,126,"Miller, Gonzales and Garcia",Yes,Ready to Move,3,Row House,Sale
1,4,3,1,1981,1,2,2,1913,South,5 out of 12,Dhomkeel,New,2,Main Road,Freehold,2021-07-31,271397,137,Garrett-Carlson,No,Ready to Move,10,Row House,Rent
1,1,3,0,1907,0,1,1,1841,East,1 out of 5,Kondhwa,Old,1,Garden,Freehold,2020-07-30,146839,77,Adams Group,Yes,Under Construction,2,Apartment,Rent
1,4,4,1,881,3,4,4,857,East,5 out of 12,NIBM,Old,2,Garden,Freehold,2023-11-23,66956,76,"Buchanan, Rogers and Rodriguez",Yes,Under Construction,1,Row House,Rent
1,2,5,2,568,3,1,1,534,South,1 out of 5,Kharadi,Old,2,Main Road,Leasehold,2024-12-07,61344,108,Myers Ltd,No,Ready to Move,8,Row House,Rent
2,7,5,2,1553,0,1,1,1506,South,Ground,Wagholi,New,2,Main Road,Freehold,2021-05-10,180148,116,Lee Group,Yes,Under Construction,11,Villa,Sale
1,4,5,0,1683,3,2,2,1618,North,2 out of 10,NIBM,New,2,Main Road,Leasehold,2022-04-05,138006,82,Taylor-Thomas,No,Under Construction,11,Villa,Sale
2,6,3,1,1097,3,3,3,1066,South,1 out of 5,Magarpatta,Old,1,Garden,Freehold,2023-12-13,68014,62,"Hogan, Cook and Hale",Yes,Under Construction,12,Apartment,Sale
0,4,2,2,993,1,3,3,912,North,5 out of 12,Undri,Old,1,Park,Freehold,2021-02-04,55608,56,Buckley Inc,Yes,Under Construction,5,Villa,Rent
0,9,4,1,1346,0,1,1,1266,West,2 out of 10,Undri,Old,1,Garden,Freehold,2020-02-19,193824,144,Taylor LLC,No,Under Construction,9,Apartment,Rent
1,5,3,0,1904,3,3,3,1833,South,1 out of 5,Kharadi,Old,3,Garden,Leasehold,2021-11-08,226576,119,Moore Group,No,Under Construction,7,Villa,Rent
1,5,4,0,1168,0,1,1,1141,South,5 out of 12,Kondhwa,New,2,Main Road,Freehold,2022-09-20,153008,131,Morgan Inc,Yes,Ready to Move,10,Villa,Sale
0,7,4,0,1536,2,4,4,1515,North,2 out of 10,Kharadi,New,2,Garden,Freehold,2020-07-14,82944,54,Brown-Stewart,Yes,Under Construction,6,Apartment,Sale
0,0,5,1,592,1,1,1,493,North,Ground,Dhomkeel,Old,1,Park,Freehold,2022-07-07,51504,87,Evans PLC,No,Ready to Move,1,Villa,Rent
2,5,2,1,456,3,2,2,435,West,2 out of 10,Kondhwa,New,1,Park,Freehold,2020-12-29,58824,129,Wise-Estrada,Yes,Ready to Move,2,Row House,Sale
2,0,3,2,1968,2,1,1,1936,West,2 out of 10,Kondhwa,New,1,Garden,Leasehold,2022-05-20,257808,131,"Roberts, Thompson and Peterson",No,Ready to Move,11,Apartment,Rent
2,7,3,2,1848,3,4,4,1796,North,1 out of 5,Wagholi,New,2,Park,Leasehold,2020-05-11,140448,76,Lee Group,No,Ready to Move,10,Villa,Rent
2,2,5,2,1557,0,2,2,1529,West,2 out of 10,Kharadi,Old,2,Garden,Leasehold,2020-09-24,200853,129,"Miller, Martin and Nichols",Yes,Under Construction,5,Villa,Rent
1,1,5,2,1434,0,1,1,1346,East,2 out of 10,Undri,New,3,Park,Leasehold,2022-04-17,74568,52,Price-Coleman,No,Ready to Move,6,Apartment,Rent
1,9,2,0,1539,0,4,4,1467,South,1 out of 5,Alandi,Old,1,Main Road,Leasehold,2022-08-04,110808,72,Phelps Inc,Yes,Ready to Move,8,Villa,Sale
1,3,3,2,647,2,1,1,589,North,2 out of 10,Kharadi,New,1,Main Road,Leasehold,2020-03-16,43349,67,Porter-Stewart,Yes,Ready to Move,3,Apartment,Sale
1,4,2,1,1933,2,4,4,1856,South,5 out of 12,Undri,Old,3,Garden,Leasehold,2020-12-17,123712,64,Moore-Miranda,No,Ready to Move,4,Apartment,Sale
0,2,2,2,1963,0,1,1,1884,East,2 out of 10,Manjari,New,2,Garden,Freehold,2024-01-06,210041,107,Mullen-Smith,Yes,Ready to Move,9,Villa,Rent
0,9,5,1,498,3,2,2,399,North,Ground,Manjari,Old,1,Garden,Freehold,2023-12-16,64740,130,Thompson-Kim,Yes,Under Construction,12,Row House,Rent
2,10,4,1,1478,1,1,1,1395,North,1 out of 5,Hadapsar,New,3,Park,Freehold,2024-05-09,91636,62,Miles-Fischer,No,Under Construction,6,Apartment,Rent
1,8,4,2,659,0,3,3,578,West,1 out of 5,Wagholi,Old,1,Park,Freehold,2021-02-17,94896,144,Douglas Inc,Yes,Ready to Move,12,Apartment,Rent
1,5,5,0,939,2,1,1,846,West,Ground,Hadapsar,Old,2,Park,Freehold,2023-01-30,132399,141,Nguyen-Day,No,Ready to Move,1,Apartment,Rent
0,9,5,1,1118,3,2,2,1072,North,2 out of 10,Wagholi,New,1,Garden,Leasehold,2023-01-07,127452,114,"Mendez, Brown and Smith",No,Under Construction,10,Villa,Rent
1,7,3,2,1485,1,1,1,1413,North,5 out of 12,Kondhwa,Old,3,Main Road,Leasehold,2021-04-30,114345,77,Johnson PLC,Yes,Ready to Move,2,Apartment,Sale
2,1,4,1,957,2,3,3,888,East,1 out of 5,Kondhwa,Old,2,Garden,Leasehold,2022-10-16,133023,139,"Williams, Ray and Gay",Yes,Ready to Move,4,Apartment,Rent
0,10,3,1,1008,1,2,2,946,North,1 out of 5,Manjari,Old,2,Park,Freehold,2024-05-29,134064,133,Duncan-Hall,No,Under Construction,6,Apartment,Rent
1,9,4,0,1097,1,2,2,1025,West,1 out of 5,Viman Nagar,Old,1,Park,Leasehold,2020-09-01,78984,72,Goodwin-Cameron,No,Ready to Move,1,Row House,Sale
2,5,4,1,1370,2,3,3,1288,South,1 out of 5,Undri,New,3,Park,Freehold,2023-01-29,154810,113,Kemp Inc,Yes,Under Construction,10,Row House,Sale
2,0,5,0,1405,3,2,2,1374,North,1 out of 5,Kharadi,Old,1,Garden,Freehold,2020-10-27,209345,149,Huff LLC,Yes,Under Construction,3,Apartment,Sale
1,3,3,1,1042,3,2,2,1022,East,Ground,Kondhwa,Old,1,Park,Leasehold,2021-06-22,86486,83,Mccullough Group,No,Under Construction,5,Apartment,Sale
0,2,4,2,1320,0,4,4,1241,East,2 out of 10,Dhomkeel,New,1,Main Road,Leasehold,2021-07-08,141240,107,Miller LLC,Yes,Ready to Move,5,Apartment,Rent
1,9,4,1,998,2,4,4,921,North,5 out of 12,Magarpatta,New,3,Garden,Freehold,2022-04-13,130738,131,"Cummings, Mitchell and Martinez",No,Ready to Move,6,Row House,Rent
2,10,3,1,906,1,4,4,841,West,1 out of 5,Viman Nagar,New,3,Garden,Freehold,2022-01-09,95130,105,"Harris, Jacobs and Martin",Yes,Ready to Move,5,Villa,Rent
1,4,4,2,467,3,3,3,435,South,5 out of 12,Kondhwa,Old,3,Garden,Freehold,2020-06-21,42030,90,Barnes and Sons,No,Ready to Move,3,Row House,Rent
0,8,1,1,1155,1,2,2,1096,South,5 out of 12,Undri,New,3,Main Road,Freehold,2021-08-08,152460,132,Clark-King,No,Ready to Move,5,Apartment,Sale
2,3,2,1,1529,2,1,1,1431,West,2 out of 10,Manjari,New,1,Garden,Freehold,2024-05-29,198770,130,"Davenport, Murillo and Lane",No,Under Construction,12,Row House,Rent
2,7,3,1,1138,0,1,1,1089,South,5 out of 12,NIBM,Old,3,Park,Leasehold,2025-02-20,139974,123,Patrick Ltd,No,Under Construction,3,Villa,Sale
0,10,1,0,1191,2,4,4,1116,West,Ground,Undri,New,1,Park,Freehold,2020-08-16,164358,138,Williams and Sons,Yes,Ready to Move,7,Villa,Sale
1,2,2,0,992,3,1,1,922,South,1 out of 5,Kharadi,New,1,Park,Leasehold,2021-07-08,99200,100,Harris-Kemp,No,Ready to Move,6,Villa,Sale
0,0,5,2,840,2,3,3,779,East,1 out of 5,Manjari,New,1,Garden,Freehold,2021-06-01,114240,136,Roach and Sons,Yes,Ready to Move,7,Apartment,Sale
1,4,2,1,1408,2,1,1,1387,North,1 out of 5,Dhomkeel,Old,2,Park,Leasehold,2024-07-22,190080,135,Thomas-Welch,Yes,Under Construction,12,Apartment,Sale
1,2,3,1,1026,1,3,3,963,South,5 out of 12,Dhomkeel,New,3,Main Road,Freehold,2021-12-25,139536,136,"Holland, Torres and Underwood",No,Ready to Move,3,Villa,Rent
0,7,5,1,1193,1,3,3,1169,North,Ground,Wagholi,New,3,Park,Freehold,2023-01-22,59650,50,Russell Ltd,Yes,Ready to Move,12,Apartment,Rent
2,7,2,2,1748,3,1,1,1676,East,Ground,Wagholi,New,1,Park,Leasehold,2023-11-14,157320,90,Leach LLC,Yes,Ready to Move,7,Villa,Sale
2,1,3,2,539,3,1,1,508,South,2 out of 10,Manjari,New,1,Garden,Leasehold,2025-01-18,71148,132,"Wright, Hill and Long",No,Under Construction,12,Villa,Rent
2,0,5,0,1407,0,1,1,1381,North,Ground,Manjari,Old,1,Main Road,Freehold,2024-10-02,80199,57,Cox Ltd,Yes,Ready to Move,5,Apartment,Sale
0,7,1,1,1489,1,3,3,1438,South,2 out of 10,Bhekrai Nagar,Old,2,Park,Freehold,2022-06-12,186125,125,"Williams, Martinez and Tyler",Yes,Ready to Move,6,Villa,Sale
2,6,2,0,1897,0,3,3,1840,North,5 out of 12,Bhekrai Nagar,Old,1,Main Road,Freehold,2021-10-18,214361,113,Perez-Sherman,Yes,Under Construction,1,Row House,Rent
1,0,3,1,742,1,2,2,659,West,5 out of 12,Manjari,Old,1,Garden,Freehold,2021-10-20,83846,113,Douglas PLC,No,Under Construction,8,Row House,Rent
